#query	COG_category	Description	Preferred_name	GOs	KEGG_ko	KEGG_Pathway	KEGG_Module	PFAMs
NODE_1_length_85347_cov_16.578410_40	C	it plays a direct role in the translocation of protons across the membrane	atpI	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009544,GO:0009579,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0016020,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0031976,GO:0031984,GO:0032991,GO:0033177,GO:0034220,GO:0034357,GO:0042623,GO:0042625,GO:0042626,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044422,GO:0044424,GO:0044425,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0044769,GO:0045259,GO:0045263,GO:0046933,GO:0051179,GO:0051234,GO:0055035,GO:0055085,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098807,GO:0099131,GO:0099132,GO:1902600	ko:K02108	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	ATP-synt_A
NODE_1_length_85347_cov_16.578410_41	C	ATP synthase B/B' CF(0)	atpF	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009719,GO:0009725,GO:0009735,GO:0010033,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042221,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0050896,GO:0055035	ko:K02109	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	ATP-synt_B
NODE_1_length_85347_cov_16.578410_42	C	ATP synthase subunit alpha	atpA		ko:K02111	ko00190,ko00195,ko01100,map00190,map00195,map01100	M00157	ATP-synt_C,ATP-synt_ab,ATP-synt_ab_C,ATP-synt_ab_N
NODE_1_length_85347_cov_16.578410_43	J	Usually encoded in the trnK tRNA gene intron. Probably assists in splicing its own and other chloroplast group II introns	matK	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	ko:K20000			Intron_maturas2,MatK_N
NODE_1_length_85347_cov_16.578410_44	P	Photosynthetic reaction centre protein			ko:K02703	ko00195,ko01100,map00195,map01100	M00161	Photo_RC
NODE_2_length_26201_cov_35.941625_2	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit		GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006996,GO:0008150,GO:0009507,GO:0009536,GO:0009579,GO:0009987,GO:0016020,GO:0016043,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0034622,GO:0042254,GO:0042255,GO:0042274,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0065003,GO:0070925,GO:0071826,GO:0071840,GO:0097159,GO:1901363	ko:K02992	ko03010,map03010	M00178,M00179	Ribosomal_S7
NODE_2_length_26201_cov_35.941625_3	C	Proton-conducting membrane transporter			ko:K05573	ko00190,ko01100,map00190,map01100	M00145	Proton_antipo_M
NODE_2_length_26201_cov_35.941625_4	C	NAD(P)H-quinone oxidoreductase subunit 2	ndhB		ko:K02992,ko:K05573	ko00190,ko01100,ko03010,map00190,map01100,map03010	M00145,M00178,M00179	Proton_antipo_M
NODE_2_length_26201_cov_35.941625_5	C	Plant protein of unknown function (DUF825)		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009509,GO:0009532,GO:0009536,GO:0009570,GO:0009575,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464				AAA,DUF825
NODE_2_length_26201_cov_35.941625_7	U	Involved in protein precursor import into chloroplasts. May be part of an intermediate translocation complex acting as a protein-conducting channel at the inner envelope	ycf1	GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009507,GO:0009526,GO:0009528,GO:0009536,GO:0009706,GO:0009941,GO:0015031,GO:0015833,GO:0016020,GO:0019866,GO:0031090,GO:0031967,GO:0031969,GO:0031975,GO:0033036,GO:0042170,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705				Ycf1
NODE_3_length_17292_cov_16.853993_1	U	Involved in protein precursor import into chloroplasts. May be part of an intermediate translocation complex acting as a protein-conducting channel at the inner envelope	ycf1	GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009507,GO:0009526,GO:0009528,GO:0009536,GO:0009706,GO:0009941,GO:0015031,GO:0015833,GO:0016020,GO:0019866,GO:0031090,GO:0031967,GO:0031969,GO:0031975,GO:0033036,GO:0042170,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705				Ycf1
NODE_3_length_17292_cov_16.853993_2	C	NDH shuttles electrons from NAD(P)H plastoquinone, via FMN and iron-sulfur (Fe-S) centers, to quinones in the photosynthetic chain and possibly in a chloroplast respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient	ndhH	GO:0003674,GO:0003824,GO:0003959,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005746,GO:0005747,GO:0006091,GO:0008150,GO:0008152,GO:0009507,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009987,GO:0015979,GO:0015980,GO:0016020,GO:0016491,GO:0016651,GO:0019866,GO:0030964,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0031976,GO:0031984,GO:0032991,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045271,GO:0045333,GO:0055035,GO:0055114,GO:0070469,GO:0098796,GO:0098798,GO:0098800,GO:0098803,GO:1902494,GO:1990204	ko:K05572,ko:K05579	ko00190,ko01100,map00190,map01100	M00145	Complex1_49kDa,NADHdh
NODE_3_length_17292_cov_16.853993_3	C	NAD(P)H-quinone oxidoreductase subunit 1						NADHdh
NODE_3_length_17292_cov_16.853993_4	C	NDH shuttles electrons from NAD(P)H plastoquinone, via FMN and iron-sulfur (Fe-S) centers, to quinones in the photosynthetic chain and possibly in a chloroplast respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient	ndhI	GO:0003674,GO:0003824,GO:0003959,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009987,GO:0015979,GO:0016020,GO:0016491,GO:0016651,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035,GO:0055114	ko:K05580	ko00190,ko01100,map00190,map01100	M00145	Fer4
NODE_3_length_17292_cov_16.853993_5	C	Belongs to the complex I subunit 6 family	ndhG	GO:0008150,GO:0008152,GO:0009987,GO:0015979,GO:0044237	ko:K05578	ko00190,ko01100,map00190,map01100	M00145	Oxidored_q3
NODE_3_length_17292_cov_16.853993_6	C	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	ndhE	GO:0003674,GO:0003824,GO:0003954,GO:0003959,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008137,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009987,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0031976,GO:0031984,GO:0032991,GO:0034357,GO:0042180,GO:0042181,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0050136,GO:0051186,GO:0051188,GO:0055035,GO:0055114,GO:0071704,GO:0098796,GO:1901576,GO:1901661,GO:1901663,GO:1902494	ko:K05576	ko00190,ko01100,map00190,map01100	M00145	Oxidored_q2
NODE_3_length_17292_cov_16.853993_8	C	Proton-conducting membrane transporter	ndhD		ko:K05575	ko00190,ko01100,map00190,map01100	M00145	Proton_antipo_M
NODE_3_length_17292_cov_16.853993_9	C	NDH shuttles electrons from NAD(P)H plastoquinone, via FMN and iron-sulfur (Fe-S) centers, to quinones in the photosynthetic chain and possibly in a chloroplast respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient	ndhF	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	ko:K05577	ko00190,ko01100,map00190,map01100	M00145	Proton_antipo_C,Proton_antipo_M,Proton_antipo_N
NODE_3_length_17292_cov_16.853993_10	O	Cytochrome c biogenesis protein CcsA	ccsA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0008150,GO:0008152,GO:0009536,GO:0015886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0051179,GO:0051181,GO:0051234,GO:0055114,GO:0071702,GO:0071705,GO:1901678				Cytochrom_C_asm
NODE_4_length_10523_cov_3.619854_5	L	transposition, RNA-mediated						RVT_1,RVT_3,Retrotrans_gag,rve
NODE_5_length_10358_cov_3.958082_1	L	ribonuclease H protein						RVT_1,RVT_3,zf-CCHC_4,zf-RVT
NODE_5_length_10358_cov_3.958082_2	L	transposition, RNA-mediated						Asp_protease_2,RVT_1,Retrotrans_gag,rve
NODE_6_length_9445_cov_1.904787_3	S	chromatin binding						DUF1985,Peptidase_C48
NODE_6_length_9445_cov_1.904787_4	S	isoform X1						NIF
NODE_6_length_9445_cov_1.904787_5	I	Belongs to the terpene cyclase mutase family			ko:K01853	ko00100,ko01100,ko01110,map00100,map01100,map01110		SQHop_cyclase_C,SQHop_cyclase_N
NODE_7_length_9282_cov_1.796632_1	S	Transposase family tnp2						DUF4218,Transpos_assoc,Transposase_21
NODE_7_length_9282_cov_1.796632_2	S	Domain of unknown function (DUF4216)						DUF4216,DUF4218
NODE_8_length_8928_cov_2.791441_4	D	Belongs to the helicase family						Helitron_like_N,Herpes_Helicase,PIF1
NODE_8_length_8928_cov_2.791441_5	L	G-quadruplex DNA unwinding			ko:K15255			Helitron_like_N,Herpes_Helicase,PIF1
NODE_8_length_8928_cov_2.791441_6	L	G-quadruplex DNA unwinding			ko:K15255			Helitron_like_N,Herpes_Helicase,PIF1
NODE_8_length_8928_cov_2.791441_8	L	Serine threonine-protein phosphatase		GO:0003674,GO:0003824,GO:0004721,GO:0004722,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009266,GO:0009314,GO:0009408,GO:0009416,GO:0009628,GO:0009637,GO:0009785,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019538,GO:0023052,GO:0030522,GO:0036211,GO:0042578,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071214,GO:0071478,GO:0071482,GO:0071483,GO:0071704,GO:0104004,GO:0140096,GO:1901564	ko:K04460,ko:K15423	ko04010,ko04922,map04010,map04922		Metallophos,PMD
NODE_8_length_8928_cov_2.791441_9	S	No apical meristem-associated C-terminal domain						NAM-associated
NODE_9_length_7780_cov_5.665844_2	L	transposition, RNA-mediated						G-patch,Retrotrans_gag
NODE_9_length_7780_cov_5.665844_3	L	transposition, RNA-mediated						RVT_1,RVT_3,Retrotrans_gag,rve
NODE_10_length_7674_cov_2.564697_1	L	8-hydroxy-dADP phosphatase activity						Asp_protease_2,Retrotrans_gag
NODE_10_length_7674_cov_2.564697_2	L	transposition, RNA-mediated						Asp_protease_2,RVT_1,Retrotrans_gag,rve
NODE_11_length_7056_cov_4.863754_1	S	No apical meristem-associated C-terminal domain						NAM-associated
NODE_11_length_7056_cov_4.863754_2	S	No apical meristem-associated C-terminal domain						NAM-associated
NODE_11_length_7056_cov_4.863754_4	O	Proteasome non-ATPase 26S subunit		GO:0000502,GO:0005575,GO:0005622,GO:0005623,GO:0005838,GO:0008150,GO:0008540,GO:0009987,GO:0016043,GO:0022607,GO:0022624,GO:0032991,GO:0034622,GO:0043248,GO:0043933,GO:0044085,GO:0044424,GO:0044464,GO:0065003,GO:0070682,GO:0071840,GO:1902494,GO:1905368,GO:1905369	ko:K06692			Proteasom_PSMB
NODE_11_length_7056_cov_4.863754_6	S	Plant mobile domain		GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0008150,GO:0009888,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048507,GO:0048856				PMD
NODE_11_length_7056_cov_4.863754_8	S	Ribosomal protein-like protein						Plant_tran
NODE_12_length_6914_cov_1.931110_1	S	Mitovirus RNA-dependent RNA polymerase						Mitovir_RNA_pol
NODE_13_length_6876_cov_4.414473_1	L	Mitochondrial protein						RVT_2,Retrotran_gag_2,Retrotran_gag_3,Retrotrans_gag,gag_pre-integrs,rve,zf-CCHC
NODE_13_length_6876_cov_4.414473_2	L	Mitochondrial protein						RVT_2,Retrotran_gag_2,Retrotran_gag_3,Retrotrans_gag,gag_pre-integrs,rve,zf-CCHC
NODE_14_length_6779_cov_6.132309_2	L	GAG-pre-integrase domain						DUF4219,RVT_2,Retrotran_gag_2,gag_pre-integrs,rve,zf-CCHC
NODE_15_length_6718_cov_2.778196_1								RVT_1
NODE_15_length_6718_cov_2.778196_3	S	Zinc finger MYM-type protein 1-like						DUF4371,Dimer_Tnp_hAT
NODE_16_length_6675_cov_2.181873_2								MULE,SWIM
NODE_16_length_6675_cov_2.181873_3					ko:K17086			DBD_Tnp_Mut,MULE,SWIM
NODE_16_length_6675_cov_2.181873_7	S	chromatin binding						DUF1985,Peptidase_C48
NODE_17_length_6508_cov_2.965978_1	S	Protein FAR1-RELATED SEQUENCE 5-like						FAR1,MULE,SWIM
NODE_18_length_6485_cov_1.284020_2	S	Plant mobile domain						DUF1985,PMD
NODE_19_length_6440_cov_0.938865_1	L	Retrotransposon gag protein						Retrotrans_gag
NODE_19_length_6440_cov_0.938865_3	E	Uncharacterized protein K02A2.6-like						RVT_1,RVT_3,Retrotrans_gag,rve
NODE_19_length_6440_cov_0.938865_4	E	Uncharacterized protein K02A2.6-like		GO:0000943,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003887,GO:0003964,GO:0004518,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0019538,GO:0032196,GO:0032197,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140096,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576				RVT_1,RVT_3,Retrotrans_gag,rve
NODE_19_length_6440_cov_0.938865_5	E	Uncharacterized protein K02A2.6-like						RVT_1,RVT_3,Retrotrans_gag,rve
NODE_20_length_6363_cov_2.084102_1	S	Serine threonine-protein phosphatase 7 long form homolog		GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464				PMD
NODE_20_length_6363_cov_2.084102_2	S	Serine threonine-protein phosphatase 7 long form homolog		GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464				PMD
NODE_21_length_6299_cov_2.878252_3	H	transposition, RNA-mediated			ko:K09250			RVP_2,RVT_1,Retrotrans_gag,rve,zf-CCHC
NODE_22_length_6250_cov_1.308078_2	S	chromatin binding						DUF1985,Peptidase_C48
NODE_22_length_6250_cov_1.308078_5	S	chromatin binding						DUF1985,Peptidase_C48
NODE_23_length_5963_cov_3.121732_2	S	chromatin binding						DUF1985,Peptidase_C48
NODE_24_length_5828_cov_13.786808_1	S	gag-polypeptide of LTR copia-type						Retrotran_gag_2
NODE_24_length_5828_cov_13.786808_2	J	RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation		GO:0001732,GO:0002181,GO:0002183,GO:0002188,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005852,GO:0005886,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043614,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0065003,GO:0071540,GO:0071541,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	ko:K03254	ko03013,map03013		PCI
NODE_24_length_5828_cov_13.786808_3	L	RNA-directed 5'-3' RNA polymerase activity						
NODE_26_length_5733_cov_1.095474_1	L	Retroviral aspartyl protease						RVP,RVT_1,zf-CCHC
NODE_26_length_5733_cov_1.095474_3								MP,RVP,zf-CCHC
NODE_26_length_5733_cov_1.095474_4								MP,RVP,zf-CCHC
NODE_27_length_5563_cov_1.154575_1	L	transposition, RNA-mediated						RVT_1,RVT_3,Retrotrans_gag,rve
NODE_27_length_5563_cov_1.154575_2	L	Uncharacterized protein K02A2.6-like		GO:0000943,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003887,GO:0003964,GO:0004518,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006278,GO:0006508,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0018130,GO:0019438,GO:0019538,GO:0032196,GO:0032197,GO:0034061,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071897,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140096,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576				RVT_1,RVT_3,rve
NODE_28_length_5368_cov_3.143073_2	L	Reverse transcriptase (RNA-dependent DNA polymerase)						RVT_2
NODE_29_length_5254_cov_1.432960_2	L	gag-polypeptide of LTR copia-type						RVT_2,Retrotran_gag_2,Retrotran_gag_3,Retrotrans_gag,gag_pre-integrs,rve
NODE_30_length_5058_cov_4.664863_1	S	protein FAR1-RELATED SEQUENCE						FAR1,MULE
NODE_32_length_4886_cov_0.993145_1	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	KIN12B	GO:0000003,GO:0000226,GO:0000280,GO:0000910,GO:0003674,GO:0003774,GO:0003777,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005871,GO:0005875,GO:0006928,GO:0006996,GO:0007010,GO:0007017,GO:0007018,GO:0007049,GO:0007112,GO:0007140,GO:0007275,GO:0007276,GO:0008150,GO:0008574,GO:0009524,GO:0009555,GO:0009987,GO:0015630,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033206,GO:0042623,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0048229,GO:0048232,GO:0048285,GO:0048609,GO:0048856,GO:0051301,GO:0051321,GO:0051704,GO:0055046,GO:0061640,GO:0071840,GO:0080175,GO:0140013,GO:1903046,GO:1990939	ko:K10400			Kinesin
NODE_32_length_4886_cov_0.993145_2	L	ribonuclease H protein At1g65750						DUF4283,RVT_1,RVT_3,zf-RVT
NODE_32_length_4886_cov_0.993145_3	S	Pfam:UBN2_2						Retrotran_gag_2,zf-CCHC
NODE_33_length_4873_cov_2.370803_2	BDLT	Belongs to the PI3 PI4-kinase family	TRRAP		ko:K08874	ko05166,map05166		FAT,FATC,PI3_PI4_kinase
NODE_34_length_4839_cov_2.183746_1	T	disease resistance protein						NB-ARC,PAH
NODE_34_length_4839_cov_2.183746_2	L	gag-polypeptide of LTR copia-type						Retrotran_gag_2,zf-CCHC
NODE_35_length_4801_cov_1.576630_1	S	germin-like protein		GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944				Cupin_1
NODE_35_length_4801_cov_1.576630_3	L	Reverse transcriptase (RNA-dependent DNA polymerase)						RVT_2,Retrotran_gag_2,rve
NODE_35_length_4801_cov_1.576630_4	L	transposition, RNA-mediated						Retrotran_gag_2,Retrotran_gag_3,rve
NODE_36_length_4678_cov_1.314932_1	L	transposition, RNA-mediated						RVT_1,RVT_3,Retrotrans_gag,rve
NODE_37_length_4591_cov_1.403154_1								MULE,SWIM
NODE_37_length_4591_cov_1.403154_2					ko:K17086			DBD_Tnp_Mut,MULE,SWIM
NODE_39_length_4454_cov_9.649007_1	T	disease resistance protein						NB-ARC,PAH
NODE_40_length_4430_cov_4.451309_2	S	Plant mobile domain						PMD
NODE_40_length_4430_cov_4.451309_3	S	Plant mobile domain						PMD
NODE_42_length_4425_cov_4.887764_1	P	Chloride channel protein		GO:0000325,GO:0001101,GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005247,GO:0005253,GO:0005254,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006821,GO:0008150,GO:0008308,GO:0008324,GO:0008509,GO:0009671,GO:0009705,GO:0010035,GO:0010167,GO:0015075,GO:0015077,GO:0015078,GO:0015103,GO:0015108,GO:0015112,GO:0015267,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015296,GO:0015318,GO:0015513,GO:0015672,GO:0015698,GO:0015706,GO:0016020,GO:0022803,GO:0022804,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022890,GO:0031090,GO:0034220,GO:0042221,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071705,GO:0098588,GO:0098655,GO:0098656,GO:0098660,GO:0098661,GO:0098662,GO:0098805,GO:1901698,GO:1901700,GO:1902476,GO:1902600	ko:K05016			CBS,Voltage_CLC
