#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NODE_1_length_85347_cov_16.578410_30	4155.Migut.D01427.1.p	1.56E-113	325	"COG0852@1|root,KOG1713@2759|Eukaryota,37QGD@33090|Viridiplantae,3GGF5@35493|Streptophyta,44PBS@71274|asterids"	35493|Streptophyta	C	"Respiratory-chain NADH dehydrogenase, 30 Kd subunit"	ndhJ	"GO:0003674,GO:0003824,GO:0003954,GO:0006091,GO:0008137,GO:0008150,GO:0008152,GO:0009987,GO:0015980,GO:0016491,GO:0016651,GO:0016655,GO:0044237,GO:0045333,GO:0050136,GO:0055114"	1.6.5.3	ko:K05581	"ko00190,ko01100,map00190,map01100"	M00145	R11945	RC00061	"ko00000,ko00001,ko00002,ko01000"	-	-	-	Complex1_30kDa
NODE_1_length_85347_cov_16.578410_31	981085.XP_010098593.1	2.36E-120	346	"COG0522@1|root,KOG3301@2759|Eukaryota,37TGK@33090|Viridiplantae,3G7BN@35493|Streptophyta,4JR93@91835|fabids"	35493|Streptophyta	J	"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit"	rps4	"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006417,GO:0006450,GO:0008150,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010608,GO:0010628,GO:0015935,GO:0016020,GO:0019222,GO:0019843,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032268,GO:0032270,GO:0032991,GO:0034248,GO:0034250,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0045727,GO:0045903,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0060255,GO:0065007,GO:0065008,GO:0080090,GO:0097159,GO:1901363,GO:1990904,GO:2000112"	-	ko:K02986	"ko03010,map03010"	"M00178,M00179"	-	-	"br01610,ko00000,ko00001,ko00002,ko03011"	-	-	-	"Ribosomal_S4,S4"
NODE_1_length_85347_cov_16.578410_32	50452.W0USV0	0	1523	"28JJ8@1|root,2QRYE@2759|Eukaryota,37RH7@33090|Viridiplantae,3GCW8@35493|Streptophyta,3I0SM@3699|Brassicales"	35493|Streptophyta	C	"PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin"	psaA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0009507,GO:0009526,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009941,GO:0009987,GO:0010287,GO:0015979,GO:0016020,GO:0031967,GO:0031975,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035"	-	ko:K02689	"ko00195,ko01100,map00195,map01100"	M00163	-	-	"ko00000,ko00001,ko00002,ko00194"	-	-	-	PsaA_PsaB
NODE_1_length_85347_cov_16.578410_33	3702.ATCG00340.1	0	1513	"28JJ8@1|root,2QRYE@2759|Eukaryota,37QY5@33090|Viridiplantae,3GH5Y@35493|Streptophyta,3I1XS@3699|Brassicales"	35493|Streptophyta	C	"PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin"	psaB	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009526,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009941,GO:0010287,GO:0016020,GO:0031967,GO:0031975,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035"	-	ko:K02690	"ko00195,ko01100,map00195,map01100"	M00163	-	-	"ko00000,ko00001,ko00002,ko00194"	-	-	-	PsaA_PsaB
NODE_1_length_85347_cov_16.578410_34	4155.Migut.D01348.1.p	6.16E-63	192	"COG0199@1|root,KOG1741@2759|Eukaryota,37VQM@33090|Viridiplantae,3GJZT@35493|Streptophyta"	35493|Streptophyta	J	"Binds 16S rRNA, required for the assembly of 30S particles"	rps14	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009536,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904"	-	ko:K02954	"ko03010,map03010"	"M00178,M00179"	-	-	"br01610,ko00000,ko00001,ko00002,ko03011"	-	-	-	Ribosomal_S14
NODE_1_length_85347_cov_16.578410_35	3702.ATCG00190.1	0	1948	"COG0085@1|root,KOG0214@2759|Eukaryota,37HVP@33090|Viridiplantae,3G72V@35493|Streptophyta,3I0YM@3699|Brassicales"	35493|Streptophyta	K	rna polymerase	rpoB	"GO:0000428,GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006354,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009295,GO:0009507,GO:0009536,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030880,GO:0032774,GO:0032991,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0061695,GO:0071704,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234"	2.7.7.6	ko:K03043	"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020"	M00183	"R00435,R00441,R00442,R00443"	RC02795	"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400"	-	-	-	"RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3,RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7"
NODE_1_length_85347_cov_16.578410_36	29730.Gorai.005G167700.1	4.88E-103	314	"COG0085@1|root,KOG0214@2759|Eukaryota,37HVP@33090|Viridiplantae,3G72V@35493|Streptophyta"	35493|Streptophyta	K	rna polymerase	rpoB	"GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0030880,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0061695,GO:1902494,GO:1990234"	2.7.7.6	ko:K03043	"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020"	M00183	"R00435,R00441,R00442,R00443"	RC02795	"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400"	-	-	-	"RNA_pol_Rpb1_1,RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7"
NODE_1_length_85347_cov_16.578410_37	59689.fgenesh1_pm.C_scaffold_2000558	1.54E-285	793	"COG0086@1|root,2QPYA@2759|Eukaryota,37HVM@33090|Viridiplantae,3GFWY@35493|Streptophyta"	35493|Streptophyta	K	DNA-directed RNA polymerase	-	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009295,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464"	2.7.7.6	ko:K03046	"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020"	M00183	"R00435,R00441,R00442,R00443"	RC02795	"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400"	-	-	-	"RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3"
NODE_1_length_85347_cov_16.578410_38	4572.TRIUR3_00079-P1	0	2177	"COG0086@1|root,2QPYA@2759|Eukaryota,37HSD@33090|Viridiplantae,3GDVE@35493|Streptophyta,3KV60@4447|Liliopsida,3I5C8@38820|Poales"	35493|Streptophyta	K	DNA-directed RNA polymerase	rpoC2	"GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0030880,GO:0032991,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0061695,GO:1902494,GO:1990234"	2.7.7.6	ko:K03046	"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020"	M00183	"R00435,R00441,R00442,R00443"	RC02795	"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400"	-	-	-	"RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5"
NODE_1_length_85347_cov_16.578410_39	218851.Aquca_019_00206.1	2.47E-156	440	"COG0052@1|root,KOG0832@2759|Eukaryota,37S1B@33090|Viridiplantae,3GHIA@35493|Streptophyta"	35493|Streptophyta	J	ribosomal protein S2	rps2	"GO:0000313,GO:0000314,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005763,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0019538,GO:0031974,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0070013,GO:0071704,GO:0098798,GO:1901564,GO:1901566,GO:1901576,GO:1990904"	-	ko:K02967	"ko03010,map03010"	"M00178,M00179"	-	-	"br01610,ko00000,ko00001,ko00002,ko03011"	-	-	-	Ribosomal_S2
NODE_1_length_85347_cov_16.578410_40	981085.XP_010100012.1	4.61E-168	470	"COG0356@1|root,KOG4665@2759|Eukaryota,37MBD@33090|Viridiplantae,3GH9B@35493|Streptophyta,4JDXB@91835|fabids"	35493|Streptophyta	C	it plays a direct role in the translocation of protons across the membrane	atpI	"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009544,GO:0009579,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0016020,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0031976,GO:0031984,GO:0032991,GO:0033177,GO:0034220,GO:0034357,GO:0042623,GO:0042625,GO:0042626,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043492,GO:0044422,GO:0044424,GO:0044425,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0044769,GO:0045259,GO:0045263,GO:0046933,GO:0051179,GO:0051234,GO:0055035,GO:0055085,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0098807,GO:0099131,GO:0099132,GO:1902600"	-	ko:K02108	"ko00190,ko00195,ko01100,map00190,map00195,map01100"	M00157	-	-	"ko00000,ko00001,ko00002,ko00194,ko03110"	3.A.2.1	-	-	ATP-synt_A
NODE_1_length_85347_cov_16.578410_41	3649.evm.model.supercontig_30.79	4.24E-67	207	"COG0711@1|root,2S22I@2759|Eukaryota,37V28@33090|Viridiplantae,3GJTX@35493|Streptophyta,3I057@3699|Brassicales"	35493|Streptophyta	C	ATP synthase B/B' CF(0)	atpF	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009719,GO:0009725,GO:0009735,GO:0010033,GO:0016020,GO:0031976,GO:0031984,GO:0034357,GO:0042221,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0050896,GO:0055035"	-	ko:K02109	"ko00190,ko00195,ko01100,map00190,map00195,map01100"	M00157	-	-	"ko00000,ko00001,ko00002,ko00194"	3.A.2.1	-	-	ATP-synt_B
NODE_1_length_85347_cov_16.578410_42	4572.TRIUR3_00082-P1	0	906	"COG0056@1|root,KOG1353@2759|Eukaryota,37JWW@33090|Viridiplantae,3G9FP@35493|Streptophyta"	35493|Streptophyta	C	ATP synthase subunit alpha	atpA	-	3.6.3.14	ko:K02111	"ko00190,ko00195,ko01100,map00190,map00195,map01100"	M00157	-	-	"ko00000,ko00001,ko00002,ko00194,ko01000"	3.A.2.1	-	-	"ATP-synt_C,ATP-synt_ab,ATP-synt_ab_C,ATP-synt_ab_N"
NODE_1_length_85347_cov_16.578410_43	4572.TRIUR3_00083-P1	5.46E-222	628	"28Q3A@1|root,2QWRZ@2759|Eukaryota,37IKA@33090|Viridiplantae,3GANT@35493|Streptophyta,3KWRZ@4447|Liliopsida,3IFBD@38820|Poales"	35493|Streptophyta	J	Usually encoded in the trnK tRNA gene intron. Probably assists in splicing its own and other chloroplast group II introns	matK	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464"	-	ko:K20000	-	-	-	-	"ko00000,ko03016"	-	-	-	"Intron_maturas2,MatK_N"
NODE_1_length_85347_cov_16.578410_44	4572.TRIUR3_00084-P1	7.46E-259	709	"28IP8@1|root,2QR09@2759|Eukaryota,37PUB@33090|Viridiplantae,3GEYD@35493|Streptophyta,3M5CM@4447|Liliopsida,3IMC6@38820|Poales"	35493|Streptophyta	P	Photosynthetic reaction centre protein	-	-	1.10.3.9	ko:K02703	"ko00195,ko01100,map00195,map01100"	M00161	-	-	"ko00000,ko00001,ko00002,ko00194,ko01000"	-	-	-	Photo_RC
NODE_2_length_26201_cov_35.941625_1	4155.Migut.D01391.1.p	2.57E-90	264	"2A03K@1|root,2RXXN@2759|Eukaryota,37U9Z@33090|Viridiplantae,3GIHS@35493|Streptophyta,44N0K@71274|asterids"	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_2_length_26201_cov_35.941625_2	3702.ATCG00900.1	1.39E-101	295	"COG0049@1|root,KOG3291@2759|Eukaryota,37JZ5@33090|Viridiplantae,3GGCG@35493|Streptophyta"	35493|Streptophyta	J	"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit"	-	"GO:0000028,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006996,GO:0008150,GO:0009507,GO:0009536,GO:0009579,GO:0009987,GO:0016020,GO:0016043,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0034622,GO:0042254,GO:0042255,GO:0042274,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0065003,GO:0070925,GO:0071826,GO:0071840,GO:0097159,GO:1901363"	-	ko:K02992	"ko03010,map03010"	"M00178,M00179"	-	-	"br01610,ko00000,ko00001,ko00002,ko03011"	-	-	-	Ribosomal_S7
NODE_2_length_26201_cov_35.941625_3	4081.Solyc01g007660.2.1	3.40E-179	509	"COG1007@1|root,KOG4668@2759|Eukaryota,37KVW@33090|Viridiplantae,3GH1R@35493|Streptophyta,44UT6@71274|asterids"	35493|Streptophyta	C	Proton-conducting membrane transporter	-	-	1.6.5.3	ko:K05573	"ko00190,ko01100,map00190,map01100"	M00145	R11945	RC00061	"ko00000,ko00001,ko00002,ko01000"	-	-	-	Proton_antipo_M
NODE_2_length_26201_cov_35.941625_4	3750.XP_008337593.1	2.08E-132	388	"COG1007@1|root,KOG4668@2759|Eukaryota,37KVW@33090|Viridiplantae,3GH1R@35493|Streptophyta,4JNJF@91835|fabids"	35493|Streptophyta	C	NAD(P)H-quinone oxidoreductase subunit 2	ndhB	-	1.6.5.3	"ko:K02992,ko:K05573"	"ko00190,ko01100,ko03010,map00190,map01100,map03010"	"M00145,M00178,M00179"	R11945	RC00061	"br01610,ko00000,ko00001,ko00002,ko01000,ko03011"	-	-	-	Proton_antipo_M
NODE_2_length_26201_cov_35.941625_5	4081.Solyc01g007640.2.1	0	3920	"2CMQD@1|root,2QRDV@2759|Eukaryota,37QIN@33090|Viridiplantae,3GEA1@35493|Streptophyta,44PKI@71274|asterids"	35493|Streptophyta	C	Plant protein of unknown function (DUF825)	-	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009509,GO:0009532,GO:0009536,GO:0009570,GO:0009575,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464"	-	-	-	-	-	-	-	-	-	-	"AAA,DUF825"
NODE_2_length_26201_cov_35.941625_6	3880.AES69825	4.37E-56	176	"2D3ZV@1|root,2STDG@2759|Eukaryota,381AJ@33090|Viridiplantae,3GR1G@35493|Streptophyta,4JVF4@91835|fabids"	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NODE_2_length_26201_cov_35.941625_7	102107.XP_008224000.1	6.51E-231	692	"28JZI@1|root,2QSDY@2759|Eukaryota,37J4T@33090|Viridiplantae,3GC2Z@35493|Streptophyta,4JREA@91835|fabids"	35493|Streptophyta	U	Involved in protein precursor import into chloroplasts. May be part of an intermediate translocation complex acting as a protein-conducting channel at the inner envelope	ycf1	"GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009507,GO:0009526,GO:0009528,GO:0009536,GO:0009706,GO:0009941,GO:0015031,GO:0015833,GO:0016020,GO:0019866,GO:0031090,GO:0031967,GO:0031969,GO:0031975,GO:0033036,GO:0042170,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705"	-	-	-	-	-	-	-	-	-	-	Ycf1
NODE_3_length_17292_cov_16.853993_1	102107.XP_008224000.1	0	1307	"28JZI@1|root,2QSDY@2759|Eukaryota,37J4T@33090|Viridiplantae,3GC2Z@35493|Streptophyta,4JREA@91835|fabids"	35493|Streptophyta	U	Involved in protein precursor import into chloroplasts. May be part of an intermediate translocation complex acting as a protein-conducting channel at the inner envelope	ycf1	"GO:0003674,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0008104,GO:0008150,GO:0008565,GO:0009507,GO:0009526,GO:0009528,GO:0009536,GO:0009706,GO:0009941,GO:0015031,GO:0015833,GO:0016020,GO:0019866,GO:0031090,GO:0031967,GO:0031969,GO:0031975,GO:0033036,GO:0042170,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0051179,GO:0051234,GO:0071702,GO:0071705"	-	-	-	-	-	-	-	-	-	-	Ycf1
NODE_3_length_17292_cov_16.853993_2	3702.ATCG01110.1	4.57E-276	756	"COG0649@1|root,KOG2870@2759|Eukaryota,37KKG@33090|Viridiplantae,3GDNP@35493|Streptophyta,3I15P@3699|Brassicales"	35493|Streptophyta	C	"NDH shuttles electrons from NAD(P)H plastoquinone, via FMN and iron-sulfur (Fe-S) centers, to quinones in the photosynthetic chain and possibly in a chloroplast respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient"	ndhH	"GO:0003674,GO:0003824,GO:0003959,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005746,GO:0005747,GO:0006091,GO:0008150,GO:0008152,GO:0009507,GO:0009532,GO:0009534,GO:0009535,GO:0009536,GO:0009570,GO:0009579,GO:0009987,GO:0015979,GO:0015980,GO:0016020,GO:0016491,GO:0016651,GO:0019866,GO:0030964,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0031976,GO:0031984,GO:0032991,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045271,GO:0045333,GO:0055035,GO:0055114,GO:0070469,GO:0098796,GO:0098798,GO:0098800,GO:0098803,GO:1902494,GO:1990204"	1.6.5.3	"ko:K05572,ko:K05579"	"ko00190,ko01100,map00190,map01100"	M00145	R11945	RC00061	"ko00000,ko00001,ko00002,ko01000"	-	-	-	"Complex1_49kDa,NADHdh"
NODE_3_length_17292_cov_16.853993_3	3659.XP_004174052.1	1.08E-105	308	"COG1005@1|root,KOG4770@2759|Eukaryota,388WD@33090|Viridiplantae,3GXN6@35493|Streptophyta,4JW35@91835|fabids"	35493|Streptophyta	C	NAD(P)H-quinone oxidoreductase subunit 1	-	-	-	-	-	-	-	-	-	-	-	-	NADHdh
NODE_3_length_17292_cov_16.853993_4	3702.ATCG01090.1	8.94E-97	284	"COG1143@1|root,KOG3256@2759|Eukaryota,37YQF@33090|Viridiplantae,3GCUY@35493|Streptophyta"	35493|Streptophyta	C	"NDH shuttles electrons from NAD(P)H plastoquinone, via FMN and iron-sulfur (Fe-S) centers, to quinones in the photosynthetic chain and possibly in a chloroplast respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient"	ndhI	"GO:0003674,GO:0003824,GO:0003959,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009987,GO:0015979,GO:0016020,GO:0016491,GO:0016651,GO:0031976,GO:0031984,GO:0034357,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0055035,GO:0055114"	1.6.5.3	ko:K05580	"ko00190,ko01100,map00190,map01100"	M00145	R11945	RC00061	"ko00000,ko00001,ko00002,ko01000"	-	-	-	Fer4
NODE_3_length_17292_cov_16.853993_5	3983.cassava4.1_023131m	1.45E-98	289	"COG0839@1|root,2QQHR@2759|Eukaryota,37N23@33090|Viridiplantae,3GCEY@35493|Streptophyta,4JS5P@91835|fabids"	35493|Streptophyta	C	Belongs to the complex I subunit 6 family	ndhG	"GO:0008150,GO:0008152,GO:0009987,GO:0015979,GO:0044237"	1.6.5.3	ko:K05578	"ko00190,ko01100,map00190,map01100"	M00145	R11945	RC00061	"ko00000,ko00001,ko00002,ko01000"	-	-	-	Oxidored_q3
NODE_3_length_17292_cov_16.853993_6	4113.PGSC0003DMT400029490	3.29E-54	171	"KOG4669@1|root,KOG4669@2759|Eukaryota,37V63@33090|Viridiplantae,3GJK7@35493|Streptophyta,44TJB@71274|asterids"	35493|Streptophyta	C	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	ndhE	"GO:0003674,GO:0003824,GO:0003954,GO:0003959,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008137,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009507,GO:0009534,GO:0009535,GO:0009536,GO:0009579,GO:0009987,GO:0016020,GO:0016491,GO:0016651,GO:0016655,GO:0030964,GO:0031976,GO:0031984,GO:0032991,GO:0034357,GO:0042180,GO:0042181,GO:0042651,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044425,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464,GO:0050136,GO:0051186,GO:0051188,GO:0055035,GO:0055114,GO:0071704,GO:0098796,GO:1901576,GO:1901661,GO:1901663,GO:1902494"	1.6.5.3	ko:K05576	"ko00190,ko01100,map00190,map01100"	M00145	R11945	RC00061	"ko00000,ko00001,ko00002,ko01000"	-	-	-	Oxidored_q2
NODE_3_length_17292_cov_16.853993_8	4113.PGSC0003DMT400029491	1.09E-238	660	"COG1008@1|root,KOG4845@2759|Eukaryota,37QQT@33090|Viridiplantae,3G7MJ@35493|Streptophyta,44NU0@71274|asterids"	35493|Streptophyta	C	Proton-conducting membrane transporter	ndhD	-	1.6.5.3	ko:K05575	"ko00190,ko01100,map00190,map01100"	M00145	R11945	RC00061	"ko00000,ko00001,ko00002,ko01000"	-	-	-	Proton_antipo_M
